Name,Address,Section,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10,HW 1,HW 2,HW 3,HW 4,HW 5,HW 6,HW 7,HW 8,HW 9,HW 10,HW 11,HW 12,Project 1,Project 2,Exam 1,Exam 2,Exam 3
"Koester, Aricka","923 El Plazuela Way, Jerome MO, 65529",10,52.6,79.4,100,100,77.2,73.9,100,65.5,85.8,67.9,90.6,100,100,88.9,50.8,70.7,81.5,100,67.8,58.8,91.3,45.6,100,100,100,88.6,76.0
"Simm, IV, Shernita","486 Flint St, White Rock SC, 29177",7,100,75.5,86.4,90.0,83.8,85.3,72.6,91.9,58.8,95.7,78.0,100,80.9,65.5,96.7,69.8,77.5,69.4,46.3,100,50.8,92.1,62.1,57.6,74.0,31.0,52.1
"Berthold, Faiza","613 Monte Vista Dr, Tucson AZ, 85747",1,52.9,98.4,79.9,68.7,41.5,37.5,62.7,95.2,100,74.6,94.5,100,54.7,70.1,35.4,100,81.8,70.7,100,46.3,90.0,88.6,81.0,100,71.7,88.7,87.2
"Keney, Davidmichael","17 Lloyd St, Madison MS, 39130",5,84.9,56.7,43.1,55.3,83.8,75.8,100,49.2,95.5,72.4,70.3,76.2,87.2,63.7,100,100,64.6,65.2,28.2,100,46.9,97.8,81.6,66.3,100,55.4,88.3
"Rizzi, Abigail","924 Bird St, Apt. 27, Nixon NV, 89424",5,55.1,100,79.6,47.4,72.9,93.3,51.9,78.7,75.2,100,95.2,50.1,80.1,84.6,100,19.2,77.6,84.9,45.1,78.2,100,35.2,64.7,64.4,100,100,96.1
"Aggers, III, Yasser","507 Niagara Ave, Long Beach CA, 90807",10,81.6,34.3,85.6,100,63.7,61.2,79.9,74.8,73.7,77.3,91.2,38.7,78.7,88.9,71.6,74.4,63.3,97.1,68.4,78.9,89.6,90.4,85.7,100,100,100,93.0
"Chesser, Jennife","519 Pierce St, Clayton NY, 13624",6,58.2,67.7,82.5,24.3,59.9,60.7,87.3,76.3,94.7,100,100,74.3,83.2,58.2,58.6,100,72.4,100,64.4,83.1,55.4,44.7,59.5,70.7,85.7,100,75.2
"Sprafka, Jackie","521 Anderson St, Esopus NY, 12429",10,48.1,44.0,,66.6,100,54.5,-14.1,62.0,59.7,90.6,100,100,56.7,94.0,58.7,73.0,88.9,34.3,66.8,69.0,80.2,79.7,35.6,50.9,49.0,60.1,87.9
"Lesly, Nakeita","762 Via Ferlinghetti, Storrs Mansfield CT, 6269",4,100,65.4,85.7,100,87.5,64.8,100,100,67.3,76.7,32.9,78.9,91.2,91.0,74.9,89.7,49.2,69.9,75.7,68.6,61.8,100,82.1,68.6,88.9,77.6,47.8
"Lawshe, Lida","710 Lurmont Ter, Stanton MI, 48888",5,69.9,92.8,87.9,95.3,42.7,100,100,92.2,52.3,88.6,80.3,60.4,65.3,89.9,100,100,31.3,82.1,87.6,33.3,61.1,100,55.2,26.5,99.9,100,70.2
"Sockalosky, Annisha","536 Albatross Ct, Red Wing MN, 55066",9,100,51.2,73.9,100,99.7,37.6,53.1,100,52.1,99.7,100,80.8,75.9,32.7,100,52.1,100,100,100,97.6,100,51.3,61.9,85.4,67.6,64.3,100
"Fina, Achary","962 Upper Ter, Oriskany NY, 13424",5,83.4,71.4,100,64.3,79.2,70.8,78.3,49.3,40.4,64.9,67.4,100,74.5,92.4,46.6,49.6,97.4,100,63.4,100,75.0,59.6,81.4,69.9,78.6,100,78.8
"Berkheimer, Tarel","246 Julius St, Genoa NY, 13071",4,91.8,47.9,80.6,68.7,69.7,36.7,47.2,75.3,100,47.6,74.3,100,100.0,32.8,85.0,75.3,91.3,100,66.2,84.5,,71.3,20.2,55.1,91.0,50.6,39.7
"Bennet, Tennia","894 Blatchford Ln, Tullos LA, 71479",9,73.1,63.2,98.9,53.0,71.4,87.4,53.4,82.5,82.7,85.9,94.7,80.7,27.4,45.8,78.1,70.5,71.7,97.4,72.4,87.6,74.7,38.5,53.8,84.7,52.8,84.0,99.4
"Randell, Philomena","283 Unnamed 150, Mobile AL, 36619",3,92.8,68.7,100,73.4,100,74.4,85.5,60.2,58.4,57.6,92.7,72.1,81.4,68.7,100,33.1,100,80.9,56.4,59.3,81.2,81.1,53.5,97.5,93.2,82.1,92.5
"Tuccio, December","548 Eldridge St, Wilmot AR, 71676",8,100,96.6,58.2,61.2,48.1,49.0,100,87.9,83.7,45.7,99.9,73.7,78.9,100,100,69.8,60.0,100,95.6,57.2,74.1,96.7,100,96.7,58.5,100,56.3
"Saric, Lateya","60 Donner Ave, Blakesburg IA, 52536",7,82.5,57.3,80.6,17.1,37.2,84.0,30.0,43.7,98.3,13.0,100,100,100,75.0,100,88.9,100,79.2,82.2,90.6,72.2,58.8,72.9,100,100,100,100
"Lalk, III, Shakenia","78 Rockridge Dr, Stephens City VA, 22655",8,56.5,82.1,98.2,61.3,56.1,95.9,98.8,90.9,55.6,63.5,86.9,38.4,100,83.7,100,80.7,83.3,88.7,87.7,100,100,93.7,74.9,61.2,100,100,67.7
"Lejman, Jayde","476 I-280 Northbound, South Portland ME, 4116",8,55.5,100,,67.2,75.3,100,100,71.9,100,86.9,54.5,74.5,40.9,93.6,100,79.6,53.4,54.9,74.8,98.5,72.5,56.6,72.9,58.2,55.3,95.4,100
"Heagy, Brieanna","448 Hicks Rd, Durant FL, 33530",1,76.3,100,60.4,100,100,72.0,73.8,59.0,100,57.3,64.1,80.4,89.2,100,74.7,28.6,88.5,100,80.8,69.1,80.0,90.1,94.1,51.4,100,69.4,90.5
"Gails, Kasi","384 Owen St, Miami FL, 33130",4,84.6,100,51.9,76.0,92.8,59.4,72.1,64.0,93.4,93.9,100,89.0,41.0,54.7,93.3,50.5,95.3,100,71.9,,68.3,79.3,52.0,74.7,56.4,70.0,93.5
"Furness, Demetrious","218 I-80 W Off Ramp, Teeds Grove IA, 52771",5,60.7,100,29.9,100,67.4,51.3,52.8,80.4,37.9,84.7,44.6,82.4,100,100,77.1,100,45.3,77.1,82.6,93.2,88.5,46.6,83.8,49.0,69.0,66.3,100
"Pawelk, Ravon","872 Tocoloma Ave, Hague NY, 12836",3,48.5,44.1,88.8,100,90.9,100,59.4,95.5,24.0,54.1,72.4,67.8,51.1,70.0,71.9,91.7,87.5,57.4,100,72.3,72.7,80.3,68.6,54.6,85.3,96.3,94.4
"Montijano, Campbell","209 Angelos Aly, Salt Lake City UT, 84148",10,56.4,72.2,48.7,80.7,96.1,98.9,83.4,56.5,76.3,97.8,79.4,92.2,80.0,56.6,69.3,40.4,35.5,76.7,60.8,73.1,93.9,62.4,28.4,52.5,100,72.5,76.3
"Husayko, Brody","43 Canyon Dr, Lockport NY, 14094",10,75.4,97.8,34.5,86.1,70.9,65.9,99.3,93.4,72.2,56.0,100,88.7,28.6,95.9,61.9,67.6,60.2,81.8,42.0,86.0,84.6,90.9,57.4,100,68.2,90.8,100
"Malara, Alban","931 Lundeen St, Bushnell NE, 69128",2,97.7,73.4,63.3,63.0,100,98.5,100,55.9,100,28.3,51.6,77.2,37.1,100,100,100,100,54.7,100,63.5,76.5,100,66.1,80.2,100,89.2,100
"Skwarek, Vanassa","493 Garrison Ave, Glenwood GA, 30428",6,69.6,55.5,81.9,100,59.6,67.6,79.8,98.1,78.7,100,52.3,74.4,100,97.0,64.4,90.2,82.4,75.8,75.5,48.7,74.2,100,100,98.2,100,100,88.3
"Albertsen, Shereena","612 Goethe St, Eatonton GA, 31024",3,81.5,61.3,53.2,100,66.7,83.1,58.6,69.1,37.5,55.6,80.3,54.8,100,52.5,100,69.5,63.1,60.0,76.2,95.7,62.2,83.9,45.2,96.7,86.4,100,66.2
"Virts, Jeris","909 Southwood Dr, Greenville GA, 30222",4,85.4,90.1,55.3,85.5,80.4,52.4,71.6,67.9,96.1,78.7,41.0,91.2,100,100,53.2,100,85.4,81.7,47.0,83.6,58.7,100,43.4,65.7,100,100,88.6
"Irving, Shariff","929 Park Hill Ave, Owensville OH, 45160",3,100,61.9,62.1,63.1,57.2,60.0,94.4,84.3,0.3,74.8,91.7,66.2,83.4,100,100,100,90.8,100,52.3,22.2,92.2,57.2,100,83.2,100,100,94.5
"Ruud, Tram","674 Saint Charles Ave, Apt. 70, Tarpley TX, 78883",4,61.0,79.9,44.3,50.6,58.1,87.9,61.0,41.2,74.1,62.8,58.2,97.4,91.5,40.0,87.1,47.1,70.5,100,69.9,87.7,95.1,74.0,67.3,78.4,63.3,100,76.2
"Kerkhoff, Yvonne","329 Barneveld Ave, Boston MA, 2111",8,85.8,93.2,38.9,66.2,100,52.3,88.6,67.7,93.9,82.5,85.0,100,79.4,100,100,100,60.1,63.0,89.4,84.2,43.7,97.9,79.3,35.3,26.0,70.8,87.3
"Sciacchitano, Brita","457 Claremont Blvd, Minneapolis MN, 55424",4,81.7,100,43.0,72.6,44.8,100,70.4,76.0,84.5,94.5,100,80.9,95.7,100,90.8,76.2,77.0,60.7,84.2,81.9,77.0,60.7,5.3,93.9,84.1,92.4,100
"Manues, Carrington","766 First Dr West, Westmoreland TN, 37186",3,97.0,34.0,82.9,85.9,100,83.9,38.1,65.4,68.6,100,68.0,85.3,100,55.9,100,52.8,88.3,71.4,61.3,100,90.6,92.8,88.8,44.5,88.4,77.4,94.8
"Bold, Anjel","29 Fitzgerald Ave, Johnstown OH, 43031",5,21.5,90.7,81.5,98.7,74.3,73.1,61.9,49.1,99.8,19.2,68.9,88.6,94.7,63.4,100,10.4,100,31.4,100,64.2,100,74.8,68.0,71.7,90.8,61.4,100
"Hoyman, Orren","683 Keith St, Casanova VA, 20139",1,70.7,81.8,100,49.1,100,100,70.1,76.1,61.4,73.5,74.3,38.1,62.8,82.2,100,74.4,60.5,50.5,100,75.6,74.0,70.1,99.1,73.7,76.9,92.2,100
"Rossnagel, Jamine","591 Larch St, Apt. 1, Plaquemine LA, 70765",2,17.9,44.5,54.0,81.3,100,100,52.7,65.0,45.9,54.7,100,53.3,50.8,58.3,81.2,74.4,80.9,91.6,29.1,42.7,91.0,100,43.6,96.7,100,73.6,62.7
"Bamberg, II, Sherre","885 Bonnie Brae Ln, Graford TX, 76449",10,100,85.9,100,100,100,100,44.9,100,75.8,51.4,96.8,100,72.4,85.6,58.9,50.1,57.5,84.1,65.8,52.0,43.2,68.2,58.6,97.1,76.4,84.0,69.6
"Bixler, Bernell","618 Junior Ter, Clara MS, 39324",4,29.5,61.3,12.4,73.3,100,47.1,61.5,74.4,88.4,52.9,59.1,72.2,65.2,93.1,48.9,82.3,58.3,92.6,10.0,89.9,51.9,100,65.9,64.5,100,66.5,100
"Bowley, Criag","340 Sandpiper Cove Way, Miami FL, 33190",2,74.7,67.7,79.2,78.1,83.7,94.8,74.2,69.9,100,64.7,91.2,97.4,99.2,76.9,53.3,53.6,88.1,83.8,100,33.1,70.0,77.2,43.9,88.2,51.8,94.1,97.7
"Edgmon, II, Kolt","982 Buena Vista Ter, Apt. 29, Merom IN, 47861",5,100,87.0,57.0,100,69.8,100,100,84.6,80.2,65.9,100,50.4,59.2,91.4,41.5,77.2,65.8,15.2,100,79.5,77.7,64.0,55.6,53.2,100,93.9,94.6
"Humphrey, Rosendo","623 Massasoit St, Pahrump NV, 89041",6,52.9,100,82.9,92.7,86.7,99.1,82.2,94.8,100,100,100,76.8,66.4,71.8,77.4,76.4,61.6,42.1,43.3,47.9,100,100,84.3,43.5,60.1,69.6,69.9
"Plassmeyer, IV, Asusena","509 Underwood Ave, Newtown CT, 6470",2,92.5,56.3,67.5,60.0,100,69.2,98.1,87.0,94.9,77.1,71.9,100,100,66.8,64.7,99.6,100,87.9,62.1,82.9,97.1,86.0,79.7,70.1,84.2,65.8,48.7
"Volk, Delton","178 Cyril Magnin St, Lolo MT, 59847",8,100,70.6,34.2,33.7,48.9,79.7,57.9,87.5,52.9,97.7,65.8,67.9,62.4,64.2,53.5,98.2,89.2,100,100,100,100,100,71.0,36.4,100,81.0,72.9
"Triggs, Sr., Jamichael","37 Italy Ave, Hague VA, 22469",2,21.8,38.2,76.3,56.9,69.0,76.5,92.0,82.2,46.8,76.8,100,93.5,100,62.5,53.7,84.7,85.7,87.3,44.7,96.6,100,100,32.7,64.1,63.0,77.4,81.4
"Ajayi, III, Page","851 02nd St, Honolulu HI, 96850",8,55.4,38.7,48.5,63.6,100,98.4,80.3,100,49.9,65.4,76.9,73.2,100,100,84.7,100,22.9,63.5,100,100,92.6,96.8,74.5,93.4,100,97.4,78.8
"Chadd, Jr., Reve","38 Evans Ave, Mission Hill SD, 57046",8,66.5,77.9,95.6,43.3,53.7,64.3,100,100,100,88.8,86.5,57.6,66.7,55.0,75.1,78.0,100,94.2,94.6,48.7,93.1,76.8,75.6,63.9,100,88.9,74.2
"Crumpler, Hakim","537 Lapu-lapu St, Shreveport LA, 71102",9,90.6,100,100,,76.9,82.9,49.3,100,46.8,100,69.9,69.6,63.3,62.4,97.9,66.9,94.9,100,84.6,97.7,69.0,86.4,73.2,30.6,17.1,100,100
"Pealer, Esq., Sherrika","239 Sonoma St, Citrus Heights CA, 95621",5,55.1,51.4,63.5,94.7,56.7,87.2,94.8,97.6,81.9,49.1,57.2,100,50.7,45.9,100,95.0,61.0,75.8,77.4,53.4,76.1,76.2,63.2,88.6,87.2,80.8,76.0
"Kurkeyerian, Aiyana","734 Riverton Dr, Oak Ridge TN, 37830",6,99.6,77.6,66.6,51.3,100,89.6,64.0,100,75.8,66.5,63.6,92.0,62.1,100,100,91.4,80.5,44.0,100,,65.6,,42.4,50.8,21.3,62.6,100
"Fassler, Esq., Talaya","618 Emery Ln, Benedicta ME, 4733",5,96.8,92.2,56.4,91.7,100,91.8,94.1,100,64.9,81.3,52.6,73.9,89.0,95.2,54.4,66.0,64.1,93.6,100,56.2,95.2,97.2,58.1,64.6,49.0,81.4,61.8
"Fullenkamp, II, Rhian","275 Peek Ln, Apt. 74, Wood Lake NE, 69221",1,88.5,67.5,91.0,38.9,59.4,94.1,42.3,80.3,100,100,100,75.4,100,100,82.9,100,100,96.1,49.6,98.6,100,100,94.5,65.0,77.3,100,76.3
"Dudenhoeffer, My","66 Pope St, Boulder CO, 80329",3,67.4,100,77.0,39.8,27.0,33.4,76.7,47.9,31.7,100,92.4,83.9,100,91.7,52.8,64.0,44.3,100,53.4,85.5,75.1,61.0,53.7,93.9,93.9,95.2,95.1
"Ovitt, Early","855 Cosmo Pl, Holbrook MA, 2343",3,24.1,81.1,100,99.1,100,58.5,,100,56.4,37.3,52.8,41.9,100,100,45.9,100,98.1,100,88.4,67.8,85.9,36.5,68.5,100,90.7,100,42.3
"Deluna, Marsheena","24 Palmetto Ave, Climax MN, 56523",4,82.6,99.5,42.1,79.4,100,84.1,,80.4,52.6,53.3,65.1,33.1,100,93.9,92.2,100,100,82.9,46.2,56.7,78.9,86.0,37.5,74.9,70.5,68.2,73.6
"Anglebrandt, IV, Kimbrly","547 Delta St, Saint Louis MO, 63166",6,100,90.4,41.5,,100,100,54.6,56.2,63.6,93.9,88.1,87.1,54.2,69.3,100,90.8,99.7,65.1,60.0,100,86.6,73.0,62.7,56.4,100,89.8,100
"Pinnick, Andrews","482 Pioche St, Sachse TX, 75048",1,86.3,97.4,68.6,100,93.8,59.8,100,100,4.7,49.9,43.3,90.4,100,55.0,91.9,69.3,39.3,36.3,29.9,67.7,67.7,86.7,48.9,55.3,92.8,83.7,100
"Palmore, Latorrie","158 Kelloch Ave, Aurora CO, 80011",2,100,49.0,52.6,100,100,85.7,95.1,87.8,87.3,74.4,100,75.3,100,100,50.3,100,43.0,100,94.0,93.7,68.1,92.2,91.7,60.7,89.0,62.2,98.8
"Gonsalves, Shaunda","390 Rausch St, Apt. 33, Turners MO, 65765",4,100,52.0,75.3,96.0,72.6,85.5,68.1,57.5,68.4,78.8,43.5,84.7,75.3,100,51.3,66.6,76.5,100,65.9,83.5,73.2,60.4,97.9,68.2,77.0,66.5,80.7
"Siskey, Marylyn","276 Mission Bay Dr, Apt. 94, Kingman AZ, 86409",3,85.4,66.3,54.7,100,23.6,84.8,33.4,26.6,91.8,44.3,84.7,52.9,100,85.6,99.5,97.1,70.2,73.0,66.5,82.1,89.5,80.0,96.4,39.1,98.6,100,88.9
"Mcanulty, Hays","872 Congdon St, Albuquerque NM, 87108",3,81.5,34.1,3.1,100,70.9,88.8,96.1,54.4,73.3,100,97.3,100,100,100,99.9,100,73.2,83.4,100,100,100,99.7,100,99.5,62.9,58.4,80.8
"Geraci, Cantrell","539 Ervine St, Manchester NH, 3107",9,61.0,75.3,63.1,67.1,14.8,82.4,71.0,62.0,66.2,80.2,98.9,100,21.6,50.0,95.4,100,98.7,84.0,30.1,61.7,81.7,99.3,100,71.6,100,60.6,94.1
"Egizi, Marcia","743 Sam Jordans Way, Apt. 15, Detroit OR, 97342",4,100,54.2,94.8,93.5,75.7,81.3,56.5,24.0,76.0,55.2,74.1,93.7,63.6,92.4,68.4,93.0,94.4,48.4,86.6,70.5,79.9,60.7,82.4,47.3,66.9,81.7,88.4
"Toldness, Janny","786 Heritage Ln, Sutherland Springs TX, 78161",1,66.2,69.8,64.6,27.4,84.8,82.9,100,83.5,76.4,69.0,100,23.8,25.9,54.4,83.7,31.5,66.5,92.1,54.3,100,67.3,64.8,85.2,65.3,93.7,77.3,100
"Thorley, Jamarius","228 Visitacion Ave, Shrewsbury MA, 1546",7,75.1,88.3,19.3,100,77.0,94.9,75.2,41.6,43.0,66.4,90.6,59.8,100,94.9,70.9,100,52.8,32.9,91.0,58.6,78.4,100,68.2,100,59.2,100,74.6
"Bargen, Jesus","175 Albion St, Apt. 45, Bodfish CA, 93205",3,100,66.9,72.7,84.2,80.0,82.6,76.9,86.2,52.2,33.5,85.9,57.8,65.6,84.8,100,78.7,63.1,88.5,100,36.2,69.5,87.6,97.3,55.0,100,89.9,69.8
"Wehby, III, Persephone","163 Dolores St, Palos Hills IL, 60465",6,79.6,63.7,88.0,98.8,100,85.5,76.7,94.1,79.7,78.8,40.8,74.5,100,82.7,95.8,56.8,94.7,100,85.0,24.8,39.9,89.9,60.6,100,54.6,82.5,91.7
"Reinholt, Jenniferlynn","603 Clay St, Fort Howard MD, 21052",9,100,78.2,100,77.5,33.1,66.2,55.0,52.5,100,100,77.9,100,100,76.3,100,100,82.7,100,100,100,100,100,35.7,11.4,72.0,46.3,100
"Keady, Darran","713 Louisiana St, Casa Grande AZ, 85193",8,51.4,100,42.6,62.8,93.4,91.9,93.3,100,91.1,30.3,71.0,78.8,70.8,51.1,56.8,74.6,77.5,26.2,64.8,44.7,55.0,73.7,79.7,90.2,68.3,76.4,32.2
"Fanucchi, Iyonna","341 Burnett Ave, Olympia WA, 98505",4,100,100,100,100,86.3,48.9,40.8,83.3,32.4,58.1,100,76.5,100.0,87.1,74.0,92.2,81.7,100,57.2,100,95.8,100,100,60.7,69.1,51.1,92.0
"Ali, Leisa","259 Livingston St, Apt. 21, Mingoville PA, 16856",6,61.0,66.0,87.1,69.8,85.8,45.0,96.4,100,71.1,54.4,65.0,83.7,93.2,100,88.8,59.9,64.9,66.0,97.8,97.4,51.4,20.0,100,70.0,52.1,88.9,100
"Tangert, Sr., Princeston","543 Valparaiso St, Douglasville GA, 30135",9,43.3,82.5,53.5,100,86.5,85.3,92.5,87.9,82.0,75.5,56.2,100,100,51.5,100,72.2,82.3,100,79.7,62.7,45.8,93.8,98.5,62.6,100,61.1,68.1
"Katzenberg, Sharnae","12 Park Blvd, Lyndon Center VT, 5850",7,100,97.4,46.4,66.9,58.1,69.0,70.5,89.9,41.2,43.0,100,97.5,82.0,24.3,87.7,100,100,50.0,18.8,91.2,94.5,39.4,48.8,71.3,90.9,45.5,66.2
"Pegg, Kenyada","948 Unnamed 077, Boulder Junction WI, 54512",8,39.0,92.7,42.3,100,79.7,100,95.5,76.3,100,54.6,39.3,100,82.9,42.9,56.6,100,65.0,100,71.9,100,38.9,57.7,37.6,99.0,92.4,77.2,77.3
"Scisco, Mehgan","691 Presidio Ter, Colman SD, 57017",7,91.5,68.4,79.3,61.5,48.1,83.9,69.6,95.2,67.6,80.5,85.7,100,100,87.5,35.8,79.4,100,43.5,72.2,100,92.3,66.5,28.7,84.8,84.0,97.3,94.0
"Gunawan, Taquila","328 Hazelwood Ave, Boyce LA, 71409",5,88.1,75.9,100,63.5,76.0,100,100,100,34.0,20.9,45.9,61.2,94.6,100,22.6,100,100,100,52.6,100,42.3,78.3,84.0,100,94.4,73.1,52.6
"Yonker, Chelesa","588 Helen St, Lutz FL, 33558",8,54.6,79.3,79.9,87.9,100,76.8,60.1,57.8,74.0,79.0,95.3,86.7,24.5,86.9,87.8,97.1,98.3,67.9,56.4,37.4,59.6,89.0,100,75.8,87.0,100,92.6
"Silliman, Aeisha","942 Hilton St, Apt. 81, Pinebluff NC, 28373",8,98.4,63.0,84.8,93.7,100,86.0,81.8,73.4,61.3,90.0,15.9,62.5,100,90.2,89.8,68.2,86.9,98.6,100,66.4,100,100,59.1,50.0,56.0,100,74.7
"Nondorf, Rayford","61 Mendell St, Canyon CA, 94516",7,18.2,24.6,62.9,24.4,15.2,89.1,72.3,63.9,100,64.9,92.5,97.4,96.7,60.4,71.0,100,84.4,75.8,100,70.2,100,100,16.7,89.3,100,100,97.8
"Cuda, Sr., Irvin","49 Wheat St, Point Mugu Nawc CA, 93042",2,80.9,100,10.4,65.4,53.5,85.3,95.5,85.7,71.0,79.2,45.5,80.5,100,62.2,67.6,100,84.2,58.5,96.2,72.8,63.6,80.3,100,85.7,98.5,73.8,84.8
"Muscarello, Orval","447 Lopez Ave, East Williamson NY, 14449",2,86.3,51.8,72.5,70.2,69.4,65.5,89.3,70.8,100,68.5,42.3,100,73.6,95.5,72.0,75.2,83.8,100,82.0,100,67.9,96.1,9.2,72.5,57.4,100,67.1
"Kazee, Esq., Cigi","801 Aspen Ct, Muscatine IA, 52761",2,43.7,47.3,89.3,72.0,93.4,100,44.4,88.9,64.3,45.3,74.1,86.3,66.4,99.6,78.4,100,80.5,86.0,35.3,60.8,73.5,54.6,33.4,17.4,83.2,100,89.9
"Heatherington, Sherece","816 Grand View Ave, Apt. 31, Dixon NM, 87527",3,26.0,100,68.5,96.2,72.8,42.4,52.4,63.1,99.5,91.4,100,64.1,54.5,76.9,98.3,82.9,83.9,72.4,100,100,82.2,83.9,15.4,28.3,99.7,100,68.9
"Baumler, Lizzett","326 North Hughes Ln, Burr Hill VA, 22433",5,81.8,68.9,86.8,63.7,89.4,81.3,55.9,40.6,89.4,80.5,62.0,100,91.7,100,81.6,67.1,71.5,100,100,100,74.7,93.3,82.7,26.9,54.8,100,100
"Bauch, Adrion","763 Paraiso Pl, Papineau IL, 60956",1,99.5,55.2,80.2,,100,71.6,72.5,70.4,87.4,76.9,99.6,65.0,76.8,92.5,60.9,100,38.3,99.5,68.0,71.3,82.1,100,47.2,97.6,100,93.0,70.1
"Bloomberg, Jr., Joannah","52 Merrie Way, Knoxville TN, 37930",7,79.4,70.7,100,85.0,89.6,91.5,58.9,86.7,51.0,62.2,78.3,58.1,75.2,78.3,73.9,25.1,79.1,63.3,100,49.7,71.5,55.1,57.2,70.0,75.5,70.4,100
"Pecore, Rashon","543 Richard Henry Dana Pl, Hammond LA, 70403",4,54.8,62.3,100,85.2,14.0,96.8,53.1,100,34.1,29.2,80.6,63.6,71.6,100,75.7,87.0,77.7,70.8,42.4,81.0,90.6,,72.9,75.2,69.9,89.3,79.0
"Rinker, Jeana","870 Fisher Aly, Silvana WA, 98287",6,100,55.2,77.4,55.3,100,53.9,73.6,23.3,100,100,84.8,74.2,78.9,48.2,47.1,47.3,35.9,45.7,61.3,73.7,76.5,81.9,58.9,34.8,84.0,100,74.4
"Reinhart, Cheryll","912 Cushman St, Waterfall PA, 16689",5,78.9,61.3,35.6,50.4,71.8,90.3,91.7,44.2,94.3,66.7,100,28.5,54.9,53.3,93.9,100,100,74.3,49.0,84.9,85.4,100,47.2,32.2,83.9,,65.7
"Cheeks, Murad","763 Bliss Rd, Craftsbury VT, 5826",4,56.3,100,79.5,37.1,62.9,77.8,92.0,44.0,72.0,56.5,85.3,100,76.9,79.4,64.8,100,71.2,76.6,68.7,77.6,100,88.4,49.6,100,100,79.8,76.6
"Nunemaker, Kaylin","821 Alhambra St, Apo AE, 9384",8,98.6,70.1,73.0,14.8,86.2,100,74.1,74.5,94.6,100,42.1,82.5,86.6,86.8,44.2,93.0,97.9,69.1,58.6,50.3,38.8,100,72.4,56.9,38.0,85.9,54.2
"Grivetti, Aamanda","630 San Gabriel Ave, Apt. 67, Pittsburgh PA, 15227",3,59.4,74.8,51.3,39.4,57.4,100,52.1,44.2,88.4,82.0,98.3,69.0,100,55.5,86.2,83.7,54.3,79.4,45.4,100,64.8,59.5,35.6,54.7,45.4,100,100
"Kunselman, Hunter","597 Unnamed 037, Apt. 74, Ponte Vedra FL, 32081",4,91.2,93.8,39.6,33.6,68.5,72.1,79.4,79.9,96.7,80.7,62.4,63.6,86.1,78.1,82.2,100,84.0,34.2,100,78.5,71.3,63.0,100,47.2,100,27.1,100
"Camarda, Iven","254 Utah St, Los Angeles CA, 90021",9,83.7,100,82.2,100,50.3,78.6,90.5,100,100,73.2,88.2,48.3,68.5,94.5,100,100,66.0,100,62.8,77.5,50.9,92.9,17.3,51.0,47.6,100,89.9
"Cardona, Laycee","963 Perry St, Shawnee On Delaware PA, 18356",9,46.0,66.9,100,30.5,100,45.5,90.6,54.9,,20.0,100,80.2,84.6,68.1,35.6,100,100,79.0,56.9,70.1,36.3,64.4,65.3,61.3,90.8,79.3,79.5
"Thorade, Alannah","45 Granada Ave, Cortlandt Manor NY, 10567",10,67.0,92.6,55.9,98.0,92.2,71.1,100,75.7,51.4,64.3,77.9,87.1,76.6,98.5,60.7,90.8,83.8,100,79.3,100,99.1,84.2,73.4,80.4,88.6,100,64.2
"Jiau, Meosha","948 Catalina St, Hinsdale IL, 60570",7,92.9,69.0,71.7,25.7,100,89.7,77.6,53.5,67.3,52.5,69.3,84.6,100,100,60.8,76.1,91.0,68.3,67.9,86.2,81.0,17.4,67.4,64.3,100,91.0,71.6
"Gorder, Bashan","357 Saroyan Pl, Bakersfield CA, 93312",2,100,49.2,100,79.8,51.8,79.9,99.9,80.3,85.3,100,100,66.4,82.4,86.1,96.7,44.5,87.2,84.5,100,64.3,57.3,92.5,68.7,61.3,85.1,100,57.3
"Piwowar, Sr., Terral","733 Locksley Ave, Spring Hill FL, 34608",8,77.1,88.9,65.9,100,64.0,57.3,92.1,74.3,97.0,58.2,77.5,93.1,84.1,42.1,92.4,94.0,89.1,98.2,64.9,83.7,47.3,77.6,37.9,56.3,93.3,56.9,95.0
"Deacy, IV, Lashaunta","426 Omar Way, Beldenville WI, 54003",5,95.5,55.7,80.8,41.9,70.9,50.1,95.1,85.1,29.7,49.2,10.6,41.5,24.7,80.1,53.9,74.5,56.5,78.9,80.0,100,75.5,69.5,75.9,79.1,100,37.4,82.2
"Sciacchitano, Farida","328 Dixie Aly, New York NY, 10003",1,77.9,83.1,100,100,61.6,99.2,100,72.1,33.4,100,64.9,100,65.3,56.6,75.5,82.5,76.6,78.5,100,88.8,59.1,100,37.5,62.2,66.0,100,52.2
"Dagon, Joshuah","118 Norfolk St, Apt. 61, Las Vegas NV, 89109",10,67.0,13.2,75.9,63.7,69.4,65.5,59.7,43.1,50.6,67.2,100,81.3,49.2,39.6,65.0,84.6,84.2,100,79.6,100,83.3,63.7,30.2,61.5,49.3,97.3,100
"Osterman, Renell","176 Pueblo St, Hornersville MO, 63855",4,90.2,96.1,41.7,81.3,50.6,81.5,72.9,75.7,79.5,100,48.7,96.1,63.1,84.2,61.8,75.6,50.9,62.9,100,75.1,100,100,73.7,40.0,100,99.2,100
